,2.185683
,2.180593
,2.190773
,2.195864
,2.190773
,2.188228
,2.190773
,2.180593
,2.190773
,2.193318
,2.188228
,2.180593
,2.180593
,2.190773
,2.193318
,2.190773
,2.185683
,2.193318
,2.195864
,2.190773
,2.190773
,2.180593
,2.185683
,2.190773
,2.183138
,2.188228
,2.190773
,2.188228
,2.190773
,2.193318
,2.195864
,2.190773
,2.188228
,2.190773
,2.193318
,2.193318
,2.185683
,2.190773
,2.190773
,2.190773
,2.190773
,2.193318
,2.190773
,2.190773
,2.195864
,2.195864
,2.190773
,2.190773
,2.185683
,2.180593
,2.185683
,2.190773
,2.185683
,2.193318
,2.185683
,2.183138
,2.185683
,2.188228
,2.188228
,2.190773
,2.185683
,2.190773
,2.190773
,2.193318
,2.193318
,2.183138
,2.190773
,2.195864
,2.190773
,2.193318
,2.195864
,2.188228
,2.193318
,2.190773
,2.190773
,2.188228
,2.185683
,2.188228
,2.188228
,2.190773
,2.190773
,2.195864
,2.193318
,2.193318
,2.193318
,2.185683
,2.185683
,2.193318
,2.188228
,2.195864
,2.195864
,2.188228
,2.180593
,2.183138
,2.190773
,2.185683
,2.190773
,2.185683
,2.190773
,2.188228
,2.190773
,2.190773
,2.193318
,2.195864
,2.188228
,2.185683
,2.188228
,2.185683
,2.183138
,2.190773
,2.190773
,2.190773
,2.183138
,2.188228
,2.185683
,2.190773
,2.188228
,2.193318
,2.190773
,2.185683
,2.190773
,2.190773
,2.180593
,2.188228
,2.190773
,2.188228
,2.188228
,2.188228
,2.185683
,2.188228
,2.185683
,2.190773
,2.188228
,2.185683
,2.190773
,2.193318
,2.188228
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.180593
,2.190773
,2.185683
,2.190773
,2.190773
,2.193318
,2.193318
,2.190773
,2.185683
,2.198409
,2.190773
,2.193318
,2.190773
,2.193318
,2.198409
,2.190773
,2.190773
,2.185683
,2.185683
,2.188228
,2.185683
,2.195864
,2.193318
,2.195864
,2.188228
,2.188228
,2.188228
,2.193318
,2.193318
,2.190773
,2.190773
,2.185683
,2.190773
,2.185683
,2.188228
,2.188228
,2.190773
,2.190773
,2.185683
,2.185683
,2.188228
,2.188228
,2.190773
,2.188228
,2.183138
,2.188228
,2.190773
,2.188228
,2.190773
,2.188228
,2.190773
,2.185683
,2.190773
,2.188228
,2.200954
,2.185683
,2.180593
,2.183138
,2.183138
,2.185683
,2.185683
,2.190773
,2.195864
,2.183138
,2.188228
,2.190773
,2.185683
,2.195864
,2.190773
,2.190773
,2.190773
,2.193318
,2.195864
,2.193318
,2.195864
,2.190773
,2.195864
,2.190773
,2.190773
,2.188228
,2.190773
,2.188228
,2.185683
,2.195864
,2.188228
,2.190773
,2.193318
,2.193318
,2.188228
,2.188228
,2.185683
,2.190773
,2.188228
,2.190773
,2.190773
,2.190773
,2.190773
,2.188228
,2.190773
,2.195864
,2.190773
,2.195864
,2.198409
,2.193318
,2.195864
,2.190773
,2.190773
,2.185683
,2.188228
,2.190773
,2.190773
,2.188228
,2.185683
,2.190773
,2.193318
,2.190773
,2.190773
,2.190773
,2.190773
,2.183138
,2.185683
,2.193318
,2.190773
,2.188228
,2.185683
,2.190773
,2.183138
,2.185683
,2.190773
,2.190773
,2.190773
,2.193318
,2.193318
,2.198409
,2.198409
,2.190773
,2.193318
,2.183138
,2.180593
,2.188228
,2.185683
,2.185683
,2.190773
,2.193318
,2.188228
,2.190773
,2.190773
,2.198409
,2.190773
,2.188228
,2.183138
,2.180593
,2.190773
,2.190773
,2.193318
,2.190773
,2.188228
,2.188228
,2.190773
,2.195864
,2.183138
,2.193318
,2.195864
,2.185683
,2.188228
,2.190773
,2.198409
,2.190773
,2.193318
,2.195864
,2.190773
,2.190773
,2.200954
,2.193318
,2.195864
,2.190773
,2.190773
,2.190773
,2.198409
,2.198409
,2.195864
,2.188228
,2.190773
,2.185683
,2.190773
,2.190773
,2.190773
,2.193318
,2.193318
,2.198409
,2.190773
,2.185683
,2.183138
,2.188228
,2.180593
,2.190773
,2.193318
,2.185683
,2.193318
,2.185683
,2.190773
,2.188228
,2.188228
,2.185683
,2.188228
,2.190773
,2.195864
,2.190773
,2.188228
,2.198409
,2.198409
,2.185683
,2.190773
,2.190773
,2.195864
,2.188228
,2.195864
,2.193318
,2.193318
,2.190773
,2.193318
,2.195864
,2.195864
,2.180593
,2.188228
,2.190773
,2.193318
,2.193318
,2.188228
,2.190773
,2.198409
,2.195864
,2.185683
,2.193318
,2.188228
,2.193318
,2.198409
,2.193318
,2.193318
,2.185683
,2.188228
,2.185683
,2.185683
,2.185683
,2.193318
,2.198409
,2.193318
,2.188228
,2.190773
,2.190773
,2.198409
,2.188228
,2.193318
,2.188228
,2.190773
,2.190773
,2.180593
,2.185683
,2.190773
,2.193318
,2.195864
,2.195864
,2.188228
,2.188228
,2.190773
,2.188228
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.195864
,2.193318
,2.198409
,2.188228
,2.190773
,2.190773
,2.190773
,2.190773
,2.193318
,2.185683
,2.188228
,2.198409
,2.198409
,2.188228
,2.180593
,2.188228
,2.188228
,2.188228
,2.193318
,2.198409
,2.188228
,2.185683
,2.193318
,2.190773
,2.188228
,2.185683
,2.190773
,2.198409
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.195864
,2.185683
,2.190773
,2.185683
,2.185683
,2.188228
,2.188228
,2.188228
,2.190773
,2.185683
,2.193318
,2.185683
,2.185683
,2.185683
,2.190773
,2.195864
,2.195864
,2.190773
,2.183138
,2.188228
,2.188228
,2.185683
,2.190773
,2.190773
,2.193318
,2.190773
,2.190773
,2.193318
,2.190773
,2.190773
,2.190773
,2.188228
,2.188228
,2.190773
,2.195864
,2.190773
,2.195864
,2.188228
,2.190773
,2.193318
,2.188228
,2.195864
,2.193318
,2.190773
,2.188228
,2.183138
,2.188228
,2.190773
,2.183138
,2.183138
,2.185683
,2.190773
,2.188228
,2.193318
,2.188228
,2.185683
,2.190773
,2.190773
,2.183138
,2.195864
,2.195864
,2.190773
,2.188228
,2.193318
,2.193318
,2.195864
,2.188228
,2.190773
,2.190773
,2.188228
,2.188228
,2.193318
,2.188228
,2.188228
,2.195864
,2.193318
,2.190773
,2.185683
,2.188228
,2.190773
,2.183138
,2.200954
,2.190773
,2.180593
,2.190773
,2.185683
,2.193318
,2.190773
,2.198409
,2.185683
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.183138
,2.190773
,2.190773
,2.180593
,2.188228
,2.190773
,2.185683
,2.190773
,2.190773
,2.188228
,2.188228
,2.183138
,2.188228
,2.185683
,2.183138
,2.188228
,2.195864
,2.188228
,2.190773
,2.188228
,2.185683
,2.188228
,2.190773
,2.188228
,2.185683
,2.190773
,2.188228
,2.193318
,2.185683
,2.195864
,2.185683
,2.195864
,2.190773
,2.193318
,2.190773
,2.183138
,2.190773
,2.190773
,2.185683
,2.195864
,2.185683
,2.188228
,2.190773
,2.188228
,2.195864
,2.185683
,2.190773
,2.190773
,2.185683
,2.190773
,2.190773
,2.193318
,2.195864
,2.185683
,2.195864
,2.180593
,2.193318
,2.183138
,2.190773
,2.190773
,2.190773
,2.190773
,2.185683
,2.193318
,2.185683
,2.195864
,2.190773
,2.190773
,2.190773
,2.190773
,2.195864
,2.190773
,2.183138
,2.195864
,2.185683
,2.193318
,2.180593
,2.190773
,2.183138
,2.195864
,2.183138
,2.190773
,2.188228
,2.190773
,2.188228
,2.183138
,2.190773
,2.185683
,2.198409
,2.183138
,2.190773
,2.190773
,2.190773
,2.185683
,2.185683
,2.193318
,2.190773
,2.188228
,2.188228
,2.188228
,2.195864
,2.185683
,2.188228
,2.193318
,2.183138
,2.185683
,2.195864
,2.188228
,2.190773
,2.195864
,2.193318
,2.188228
,2.183138
,2.183138
,2.193318
,2.185683
,2.195864
,2.183138
,2.193318
,2.183138
,2.185683
,2.185683
,2.188228
,2.180593
,2.193318
,2.183138
,2.185683
,2.183138
,2.190773
,2.183138
,2.190773
,2.190773
,2.190773
,2.180593
,2.183138
,2.195864
,2.193318
,2.188228
,2.183138
,2.190773
,2.188228
,2.198409
,2.190773
,2.190773
,2.195864
,2.195864
,2.185683
,2.195864
,2.195864
,2.193318
,2.195864
,2.185683
,2.188228
,2.185683
,2.195864
,2.180593
,2.195864
,2.185683
,2.183138
,2.190773
,2.188228
,2.190773
,2.195864
,2.180593
,2.190773
,2.190773
,2.190773
,2.198409
,2.195864
,2.188228
,2.190773
,2.195864
,2.183138
,2.195864
,2.183138
,2.190773
,2.190773
,2.193318
,2.188228
,2.185683
,2.193318
,2.188228
,2.183138
,2.188228
,2.185683
,2.188228
,2.185683
,2.188228
,2.188228
,2.183138
,2.190773
,2.180593
,2.195864
,2.185683
,2.190773
,2.193318
,2.183138
,2.180593
,2.190773
,2.195864
,2.190773
,2.193318
,2.188228
,2.190773
,2.193318
,2.188228
,2.190773
,2.185683
,2.190773
,2.183138
,2.195864
,2.185683
,2.188228
,2.183138
,2.195864
,2.188228
,2.190773
,2.193318
,2.190773
,2.190773
,2.190773
,2.188228
,2.190773
,2.185683
,2.190773
,2.195864
,2.185683
,2.188228
,2.190773
,2.190773
,2.185683
,2.193318
,2.193318
,2.183138
,2.195864
,2.190773
,2.183138
,2.193318
,2.188228
,2.198409
,2.188228
,2.193318
,2.190773
,2.183138
,2.188228
,2.190773
,2.190773
,2.198409
,2.185683
,2.190773
,2.183138
,2.183138
,2.190773
,2.190773
,2.185683
,2.195864
,2.193318
,2.183138
,2.195864
,2.190773
,2.183138
,2.185683
,2.190773
,2.183138
,2.193318
,2.190773
,2.190773
,2.193318
,2.183138
,2.195864
,2.195864
,2.190773
,2.193318
,2.180593
,2.188228
,2.193318
,2.183138
,2.193318
,2.180593
,2.190773
,2.188228
,2.198409
,2.190773
,2.183138
,2.190773
,2.190773
,2.188228
,2.188228
,2.193318
,2.185683
,2.188228
,2.193318
,2.190773
,2.190773
,2.180593
,2.188228
,2.185683
,2.190773
,2.183138
,2.188228
,2.190773
,2.183138
,2.190773
,2.185683
,2.183138
,2.190773
,2.183138
,2.193318
,2.183138
,2.193318
,2.190773
,2.185683
,2.190773
,2.193318
,2.188228
,2.190773
,2.180593
,2.190773
,2.185683
,2.193318
,2.188228
,2.183138
,2.190773
,2.198409
,2.185683
,2.190773
,2.188228
,2.185683
,2.190773
,2.190773
,2.183138
,2.195864
,2.188228
,2.193318
,2.193318
,2.190773
,2.190773
,2.190773
,2.190773
,2.183138
,2.188228
,2.195864
,2.195864
,2.188228
,2.188228
,2.180593
,2.185683
,2.198409
,2.198409
,2.185683
,2.185683
,2.198409
,2.193318
,2.188228
,2.180593
,2.198409
,2.190773
,2.193318
,2.185683
,2.190773
,2.185683
,2.190773
,2.193318
,2.190773
,2.190773
,2.195864
,2.185683
,2.195864
,2.185683
,2.185683
,2.195864
,2.180593
,2.190773
,2.183138
,2.190773
,2.193318
,2.180593
,2.185683
,2.188228
,2.188228
,2.190773
,2.190773
,2.195864
,2.190773
,2.185683
,2.185683
,2.193318
,2.183138
,2.180593
,2.190773
,2.193318
,2.193318
,2.188228
,2.190773
,2.190773
,2.188228
,2.190773
,2.193318
,2.190773
,2.185683
,2.183138
,2.190773
,2.190773
,2.190773
,2.185683
,2.193318
,2.190773
,2.190773
,2.188228
,2.195864
,2.190773
,2.188228
,2.183138
,2.188228
,2.193318
,2.190773
,2.188228
,2.185683
,2.188228
,2.195864
,2.190773
,2.188228
,2.198409
,2.195864
,2.188228
,2.188228
,2.195864
,2.190773
,2.180593
,2.185683
,2.190773
,2.193318
,2.190773
,2.188228
,2.185683
,2.185683
,2.195864
,2.198409
,2.185683
,2.183138
,2.190773
,2.195864
,2.188228
,2.190773
,2.188228
,2.188228
,2.195864
,2.193318
,2.188228
,2.188228
,2.193318
,2.188228
,2.190773
,2.190773
,2.195864
,2.188228
,2.193318
,2.185683
,2.180593
,2.198409
,2.183138
,2.193318
,2.183138
,2.185683
,2.188228
,2.188228
,2.190773
,2.195864
,2.180593
,2.195864
,2.183138
,2.198409
,2.183138
,2.198409
,2.183138
,2.188228
,2.195864
,2.190773
,2.180593
,2.193318
,2.193318
,2.188228
,2.193318
,2.195864
,2.188228
,2.190773
,2.195864
,2.188228
,2.185683
,2.190773
,2.190773
,2.183138
,2.193318
,2.190773
,2.190773
,2.185683
,2.193318
,2.190773
,2.190773
,2.190773
,2.183138
,2.188228
,2.185683
,2.188228
,2.190773
,2.190773
,2.190773
,2.190773
,2.188228
,2.193318
,2.183138
,2.193318
,2.185683
,2.193318
,2.188228
,2.188228
,2.198409
,2.188228
,2.193318
,2.188228
,2.195864
,2.195864
,2.190773
,2.188228
,2.195864
,2.190773
,2.180593
,2.193318
,2.193318
,2.180593
,2.195864
,2.190773
,2.190773
,2.198409
,2.190773
,2.190773
,2.185683
,2.190773
,2.193318
,2.190773
,2.190773
,2.195864
,2.188228
,2.188228
,2.193318
,2.188228
,2.193318
,2.190773
,2.190773
,2.190773
,2.190773
,2.193318
,2.185683
,2.190773
,2.183138
,2.190773
,2.183138
,2.190773
,2.188228
,2.193318
,2.190773
,2.193318
,2.185683
,2.190773
,2.195864
,2.188228
,2.190773
,2.190773
,2.183138
,2.190773
,2.183138
,2.195864
,2.185683
,2.183138
,2.188228
,2.190773
,2.190773
,2.193318
,2.190773
,2.190773
,2.190773
,2.185683
,2.190773
,2.188228
,2.190773
,2.185683
,2.193318
,2.195864
,2.180593
,2.195864
,2.188228
,2.188228
,2.185683
,2.188228
,2.193318
,2.185683
,2.188228
,2.185683
,2.188228
,2.193318
,2.190773
,2.193318
,2.198409
,2.185683
,2.188228
,2.195864
,2.190773
,2.188228
,2.190773
,2.188228
,2.185683
,2.195864
,2.190773
,2.188228
,2.188228
,2.193318
,2.193318
,2.190773
,2.188228
,2.185683
,2.190773
,2.180593
,2.195864
,2.195864
,2.193318
,2.195864
,2.188228
,2.188228
,2.185683
,2.183138
,2.185683
,2.183138
,2.190773
,2.195864
,2.188228
,2.195864
,2.188228
,2.185683
,2.195864
,2.188228
,2.193318
,2.188228
,2.190773
,2.190773
,2.198409
,2.195864
,2.180593
,2.185683
,2.185683
,2.188228
,2.193318
,2.185683
,2.190773
,2.188228
,2.188228
,2.188228
,2.185683
,2.195864
,2.188228
,2.190773
,2.193318
,2.193318
,2.185683
,2.188228
,2.190773
,2.188228
,2.190773
,2.188228
,2.190773
,2.190773
,2.183138
,2.185683
,2.190773
,2.193318
,2.188228
,2.195864
,2.190773
,2.188228
,2.200954
,2.185683
,2.190773
,2.188228
,2.190773
,2.190773
,2.190773
,2.188228
,2.195864
,2.183138
,2.195864
,2.190773
,2.193318
,2.190773
,2.188228
,2.190773
,2.180593
,2.190773
,2.183138
,2.188228
,2.185683
,2.188228
,2.185683
,2.193318
,2.185683
,2.190773
,2.190773
,2.190773
,2.190773
,2.190773
,2.193318
,2.190773
,2.190773
,2.183138
,2.198409
,2.188228
,2.193318
,2.185683
,2.190773
,2.190773
,2.190773
,2.185683
,2.195864
,2.188228
,2.183138
,2.195864
,2.185683
,2.190773
,2.188228
,2.185683
,2.195864
,2.190773
,2.190773
,2.183138
,2.195864
,2.190773
,2.198409
,2.193318
,2.190773
,2.190773
,2.193318
,2.195864
,2.188228
,2.190773
,2.190773
,2.185683
,2.195864
,2.185683
,2.195864
,2.190773
,2.185683
,2.195864
,2.195864
,2.190773
,2.190773
,2.185683
,2.185683
,2.198409
,2.190773
,2.193318
,2.190773
,2.190773
,2.193318
,2.188228
,2.190773
,2.193318
,2.193318
,2.185683
,2.183138
,2.185683
,2.198409
,2.188228
,2.183138
,2.195864
,2.183138
,2.193318
,2.190773
,2.185683
,2.200954
,2.190773
,2.198409
,2.183138
,2.193318
,2.180593
,2.195864
,2.185683
,2.188228
,2.193318
,2.185683
,2.190773
,2.190773
,2.193318
,2.190773
,2.190773
,2.198409
,2.185683
,2.185683
,2.188228
,2.188228
,2.188228
,2.185683
,2.195864
,2.188228
,2.198409
,2.183138
,2.193318
,2.185683
,2.195864
,2.190773
,2.195864
,2.185683
,2.190773
,2.188228
,2.190773
,2.188228
,2.190773
,2.190773
,2.183138
,2.188228
,2.190773
,2.183138
,2.190773
,2.195864
,2.193318
,2.183138
,2.190773
,2.188228
,2.190773
,2.193318
,2.180593
,2.193318
,2.183138
,2.190773
,2.193318
,2.190773
,2.185683
,2.190773
,2.185683
,2.198409
,2.183138
,2.195864
,2.185683
,2.195864
,2.188228
,2.190773
,2.183138
,2.190773
,2.190773
,2.190773
,2.188228
,2.188228
,2.185683
,2.195864
,2.185683
,2.190773
,2.195864
,2.185683
,2.195864
,2.190773
,2.185683
,2.190773
,2.190773
,2.190773
,2.195864
,2.193318
,2.188228
,2.185683
,2.195864
,2.195864
,2.188228
,2.183138
,2.198409
,2.190773
,2.185683
,2.180593
,2.198409
,2.190773
,2.190773
,2.190773
,2.185683
,2.188228
,2.190773
,2.185683
,2.188228
,2.185683
,2.188228
,2.183138
,2.190773
,2.188228
,2.185683
,2.188228
,2.183138
,2.190773
,2.193318
,2.188228
,2.188228
,2.183138
,2.190773
,2.190773
,2.190773
,2.193318
,2.190773
,2.185683
,2.190773
,2.185683
,2.188228
,2.195864
,2.195864
,2.190773
,2.190773
,2.188228
,2.190773
,2.185683
,2.190773
,2.190773
,2.190773
,2.190773
,2.188228
,2.190773
,2.193318
,2.195864
,2.185683
,2.188228
,2.183138
,2.190773
,2.193318
,2.190773
,2.198409
,2.183138
,2.195864
,2.190773
,2.198409
,2.185683
,2.195864
,2.183138
,2.195864
,2.185683
,2.195864
,2.185683
,2.193318
,2.188228
,2.188228
,2.195864
,2.193318
,2.190773
,2.190773
,2.188228
,2.190773
,2.183138
,2.195864
,2.193318
,2.188228
,2.180593
,2.190773
,2.190773
,2.183138
,2.188228
,2.190773
,2.193318
,2.188228
,2.190773
,2.185683
,2.185683
,2.188228
,2.180593
,2.193318
,2.190773
,2.193318
,2.200954
,2.190773
,2.185683
,2.188228
,2.195864
,2.185683
,2.195864
,2.190773
,2.188228
,2.188228
,2.193318
,2.193318
,2.190773
,2.193318
,2.188228
,2.190773
,2.188228
,2.188228
,2.188228
,2.185683
,2.198409
,2.188228
,2.188228
,2.188228
,2.190773
,2.190773
,2.193318
,2.193318
,2.190773
,2.193318
,2.190773
,2.190773
,2.188228
,2.185683
,2.188228
,2.190773
,2.195864
,2.188228
,2.190773
,2.190773
,2.193318
,2.180593
,2.185683
,2.190773
,2.188228
,2.188228
,2.190773
,2.185683
,2.190773
,2.190773
,2.183138
,2.193318
,2.183138
,2.190773
,2.200954
,2.193318
,2.188228
,2.195864
,2.178048
,2.195864
,2.190773
,2.185683
,2.195864
,2.185683
,2.195864
,2.190773
,2.190773
,2.183138
,2.190773
,2.183138
,2.190773
,2.190773
,2.190773
,2.190773
,2.188228
,2.193318
,2.195864
,2.183138
,2.195864
,2.190773
,2.190773
,2.183138
,2.195864
,2.190773
,2.193318
,2.188228
,2.188228
,2.185683
,2.190773
,2.190773
,2.185683
,2.190773
,2.190773
,2.193318
,2.185683
,2.190773
,2.193318
,2.190773
,2.190773
,2.185683
,2.193318
,2.190773
,2.193318
,2.195864
,2.190773
,2.190773
,2.195864
,2.180593
,2.188228
,2.195864
,2.200954
,2.190773
,2.193318
,2.183138
,2.195864
,2.190773
,2.193318
,2.185683
,2.190773
,2.190773
,2.188228
,2.183138
,2.190773
,2.195864
,2.190773
,2.185683
,2.190773
,2.183138
,2.193318
,2.188228
,2.188228
,2.190773
,2.195864
,2.183138
,2.195864
,2.183138
,2.190773
,2.185683
,2.188228
,2.190773
,2.185683
,2.190773
,2.185683
,2.190773
,2.193318
,2.190773
,2.188228
,2.190773
,2.195864
,2.185683
,2.195864
,2.185683
,2.190773
,2.185683
,2.188228
,2.183138
,2.193318
,2.185683
,2.185683
,2.190773
,2.190773
,2.185683
,2.190773
,2.185683
,2.193318
,2.183138
,2.190773
,2.190773
,2.193318
,2.193318
,2.188228
,2.183138
,2.188228
,2.190773
,2.183138
,2.195864
,2.185683
,2.193318
,2.188228
,2.185683
,2.185683
,2.193318
,2.185683
,2.190773
,2.188228
,2.195864
,2.180593
,2.200954
,2.195864
,2.183138
,2.190773
